Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,account.Contract,account.PaymentMethod,account.Charges.Total,daily_bill
1,1,1,0,0,8.0,Month-to-month,Electronic check,585.95,2.44
1,1,0,1,1,72.0,Two year,Electronic check,7372.65,3.41
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),7325.1,3.39
0,0,0,1,1,30.0,One year,Electronic check,2538.05,2.82
0,1,0,1,1,25.0,Month-to-month,Bank transfer (automatic),546.85,0.73
1,0,0,0,0,1.0,Month-to-month,Electronic check,75.1,2.5
0,0,1,0,0,46.0,Month-to-month,Electronic check,4863.85,3.52
1,1,0,1,1,32.0,Month-to-month,Credit card (automatic),3204.65,3.34
0,1,0,0,0,31.0,Month-to-month,Electronic check,2429.1,2.61
0,1,0,1,0,68.0,Two year,Bank transfer (automatic),3794.5,1.86
0,0,0,1,0,58.0,Two year,Credit card (automatic),6393.65,3.67
0,0,0,1,1,70.0,One year,Bank transfer (automatic),4113.15,1.96
1,0,0,1,1,1.0,Month-to-month,Mailed check,80.05,2.67
0,0,0,0,0,48.0,One year,Credit card (automatic),3887.85,2.7
0,0,0,1,0,72.0,Two year,Credit card (automatic),8065.65,3.73
1,1,0,1,1,3.0,Month-to-month,Mailed check,168.15,1.87
1,0,0,1,0,2.0,Month-to-month,Electronic check,141.45,2.36
1,0,0,0,0,8.0,Month-to-month,Electronic check,668.4,2.78
0,0,0,0,0,63.0,Two year,Mailed check,1298.7,0.69
1,0,1,1,0,35.0,Month-to-month,Bank transfer (automatic),3653.35,3.48
1,1,0,1,1,13.0,Month-to-month,Mailed check,1162.85,2.98
0,0,0,1,1,30.0,One year,Electronic check,1985.15,2.21
0,1,0,1,0,60.0,Month-to-month,Bank transfer (automatic),3582.4,1.99
0,1,0,1,0,33.0,Month-to-month,Electronic check,2964.05,2.99
1,0,0,1,0,54.0,One year,Bank transfer (automatic),5763.3,3.56
0,0,0,1,1,67.0,One year,Electronic check,7281.6,3.62
0,0,0,1,0,25.0,Month-to-month,Mailed check,1837.7,2.45
0,0,0,0,0,72.0,Two year,Bank transfer (automatic),8012.75,3.71
1,1,0,0,0,18.0,Month-to-month,Electronic check,1451.9,2.69
0,1,0,1,0,63.0,Two year,Mailed check,1237.65,0.65
0,1,0,1,1,39.0,Two year,Mailed check,903.8,0.77
0,1,0,0,0,33.0,Two year,Mailed check,689.75,0.7
0,1,0,0,0,48.0,One year,Bank transfer (automatic),1004.5,0.7
1,0,0,0,0,10.0,Month-to-month,Electronic check,830.85,2.77
0,1,0,1,1,10.0,One year,Mailed check,475.7,1.59
0,1,0,1,0,45.0,Month-to-month,Mailed check,3713.95,2.75
1,1,0,0,0,28.0,Month-to-month,Electronic check,2979.5,3.55
0,0,0,0,0,64.0,Two year,Bank transfer (automatic),7334.05,3.82
1,0,0,0,0,48.0,One year,Credit card (automatic),2896.4,2.01
0,0,0,1,0,68.0,Two year,Credit card (automatic),6297.65,3.09
0,0,0,0,0,6.0,Month-to-month,Mailed check,401.3,2.23
0,1,0,0,0,29.0,One year,Mailed check,529.5,0.61
0,1,0,1,1,39.0,Two year,Mailed check,987.95,0.84
0,1,1,0,0,20.0,Month-to-month,Electronic check,1745.2,2.91
1,1,0,0,0,3.0,Month-to-month,Electronic check,169.05,1.88
0,0,0,0,0,52.0,Month-to-month,Electronic check,3043.7,1.95
0,1,0,1,0,71.0,Two year,Electronic check,8564.75,4.02
0,0,0,0,0,41.0,One year,Bank transfer (automatic),3320.75,2.7
0,1,0,1,1,69.0,Two year,Mailed check,2779.5,1.34
0,0,0,1,1,68.0,Two year,Credit card (automatic),5746.75,2.82
0,1,1,0,0,20.0,One year,Mailed check,1055.9,1.76
1,1,1,1,0,7.0,Month-to-month,Electronic check,700.85,3.34
0,1,0,0,0,35.0,One year,Bank transfer (automatic),754.0,0.72
0,1,0,1,1,17.0,One year,Bank transfer (automatic),329.75,0.65
0,0,0,0,0,1.0,Month-to-month,Bank transfer (automatic),49.55,1.65
0,0,0,1,0,7.0,Month-to-month,Mailed check,313.45,1.49
0,0,0,0,0,62.0,One year,Credit card (automatic),7133.45,3.84
0,1,0,0,0,1.0,Month-to-month,Mailed check,25.0,0.83
0,0,0,0,1,44.0,Two year,Mailed check,868.1,0.66
0,1,0,0,0,39.0,One year,Mailed check,1309.15,1.12
1,0,0,1,1,12.0,Month-to-month,Mailed check,309.1,0.86
0,0,0,1,1,72.0,Two year,Bank transfer (automatic),7711.45,3.57
0,1,0,1,1,47.0,One year,Mailed check,951.55,0.67
0,0,0,1,0,15.0,Month-to-month,Electronic check,1669.4,3.71
0,1,0,0,1,2.0,Month-to-month,Electronic check,108.65,1.81
0,1,1,1,0,54.0,Month-to-month,Bank transfer (automatic),1364.75,0.84
0,0,0,1,0,69.0,One year,Credit card (automatic),6744.2,3.26
0,1,0,0,0,72.0,Two year,Bank transfer (automatic),4566.5,2.11
0,0,0,0,0,21.0,Two year,Credit card (automatic),435.25,0.69
0,1,0,0,0,3.0,One year,Mailed check,52.05,0.58
0,0,0,0,0,46.0,One year,Credit card (automatic),4664.2,3.38
0,1,1,1,0,34.0,Month-to-month,Credit card (automatic),2427.35,2.38
1,1,0,1,0,31.0,Month-to-month,Electronic check,3019.5,3.25
0,1,0,1,1,72.0,Two year,Credit card (automatic),7919.8,3.67
0,0,0,0,0,37.0,Two year,Mailed check,784.25,0.71
0,1,0,1,1,60.0,Two year,Credit card (automatic),1161.75,0.65
1,1,1,1,0,44.0,Month-to-month,Electronic check,1359.7,1.03
0,1,1,0,0,62.0,One year,Bank transfer (automatic),7053.35,3.79
0,0,0,0,0,68.0,Two year,Bank transfer (automatic),1386.9,0.68
1,0,1,0,0,25.0,Month-to-month,Electronic check,2187.55,2.92
0,1,0,1,1,42.0,Two year,Mailed check,867.3,0.69
0,1,0,0,0,25.0,Two year,Bank transfer (automatic),2513.5,3.35
0,0,0,1,1,18.0,Month-to-month,Mailed check,1082.8,2.01
1,0,0,0,0,9.0,Month-to-month,Electronic check,803.3,2.98
0,1,0,0,0,68.0,One year,Credit card (automatic),5233.25,2.57
0,0,1,1,0,25.0,Month-to-month,Electronic check,1813.1,2.42
0,1,0,1,0,67.0,One year,Credit card (automatic),6056.15,3.01
1,1,0,0,0,1.0,Month-to-month,Mailed check,84.6,2.82
1,0,0,0,0,47.0,Month-to-month,Electronic check,5127.95,3.64
0,1,0,1,1,34.0,Month-to-month,Electronic check,1442.6,1.41
0,1,0,0,0,12.0,Month-to-month,Mailed check,255.35,0.71
1,0,0,0,0,2.0,Month-to-month,Mailed check,152.7,2.54
0,1,0,1,0,15.0,Month-to-month,Credit card (automatic),340.85,0.76
1,0,0,0,1,1.0,Month-to-month,Electronic check,78.65,2.62
1,1,0,0,0,51.0,One year,Electronic check,4837.6,3.16
0,1,0,1,1,63.0,Two year,Mailed check,1573.05,0.83
0,1,0,1,1,32.0,One year,Mailed check,3131.55,3.26
1,0,0,0,0,29.0,Month-to-month,Credit card (automatic),2933.2,3.37
0,1,0,0,0,1.0,Month-to-month,Mailed check,44.95,1.5
0,0,0,1,0,41.0,One year,Bank transfer (automatic),4162.05,3.38
0,0,0,1,0,2.0,Month-to-month,Credit card (automatic),80.55,1.34
0,0,0,0,1,50.0,Two year,Credit card (automatic),970.85,0.65
0,0,0,1,0,56.0,One year,Electronic check,1261.7,0.75
0,0,0,1,1,57.0,One year,Electronic check,5535.8,3.24
0,1,0,0,1,3.0,Month-to-month,Mailed check,157.55,1.75
0,0,0,0,1,22.0,Month-to-month,Electronic check,469.85,0.71
0,1,0,1,1,36.0,Two year,Credit card (automatic),930.95,0.86
0,0,0,1,1,22.0,One year,Bank transfer (automatic),452.35,0.69
0,0,0,1,0,70.0,Two year,Bank transfer (automatic),1303.5,0.62
0,0,0,0,0,14.0,Month-to-month,Electronic check,765.45,1.82
0,1,0,0,0,18.0,One year,Mailed check,411.25,0.76
0,0,0,0,0,23.0,One year,Mailed check,1756.6,2.55
1,0,1,1,0,7.0,Month-to-month,Electronic check,646.85,3.08
0,0,0,0,0,1.0,Month-to-month,Mailed check,20.15,0.67
0,1,0,1,0,71.0,Two year,Bank transfer (automatic),8310.55,3.9
1,0,0,1,1,4.0,Month-to-month,Mailed check,235.1,1.96
0,1,0,1,1,9.0,Two year,Mailed check,197.4,0.73
0,1,1,0,0,64.0,One year,Electronic check,6688.1,3.48
0,0,0,0,0,35.0,Month-to-month,Electronic check,2096.1,2.0
0,1,0,0,1,11.0,Month-to-month,Mailed check,851.8,2.58
0,1,0,0,0,27.0,One year,Bank transfer (automatic),2673.45,3.3
0,1,0,1,0,64.0,Two year,Electronic check,6823.4,3.55
0,0,0,0,0,71.0,Two year,Electronic check,8477.6,3.98
0,0,0,0,0,1.0,One year,Credit card (automatic),74.1,2.47
1,0,1,1,1,34.0,Month-to-month,Mailed check,2718.3,2.66
0,0,0,0,0,69.0,Two year,Mailed check,4577.9,2.21
0,0,0,0,0,9.0,Month-to-month,Electronic check,651.5,2.41
0,0,0,0,0,1.0,Month-to-month,Electronic check,18.85,0.63
1,1,0,1,0,1.0,Month-to-month,Electronic check,50.35,1.68
0,1,0,0,0,21.0,Month-to-month,Mailed check,1393.6,2.21
0,0,0,0,1,13.0,Month-to-month,Electronic check,764.55,1.96
0,1,0,0,0,7.0,Month-to-month,Bank transfer (automatic),488.65,2.33
1,0,0,0,0,3.0,Month-to-month,Electronic check,58.9,0.65
0,1,1,0,0,57.0,One year,Electronic check,3035.8,1.78
1,0,1,0,0,11.0,Month-to-month,Bank transfer (automatic),1047.7,3.17
0,0,0,1,1,19.0,Two year,Mailed check,387.7,0.68
0,0,1,1,0,72.0,One year,Credit card (automatic),7629.85,3.53
0,1,0,1,1,45.0,Two year,Mailed check,3858.05,2.86
0,0,1,1,0,60.0,Two year,Credit card (automatic),2907.55,1.62
0,1,0,0,0,42.0,Month-to-month,Electronic check,3313.4,2.63
0,0,0,0,1,48.0,Month-to-month,Credit card (automatic),2108.35,1.46
0,0,0,0,0,55.0,Two year,Mailed check,3617.1,2.19
1,0,0,0,0,1.0,Month-to-month,Electronic check,79.55,2.65
1,0,0,0,0,6.0,Month-to-month,Bank transfer (automatic),536.4,2.98
1,1,0,0,0,9.0,Month-to-month,Mailed check,185.6,0.69
0,0,0,0,0,9.0,Month-to-month,Electronic check,359.4,1.33
1,1,1,0,0,5.0,Month-to-month,Electronic check,237.25,1.58
0,0,0,1,0,43.0,Two year,Electronic check,3460.3,2.68
0,1,0,0,0,7.0,Month-to-month,Bank transfer (automatic),152.95,0.73
0,1,0,1,1,71.0,Two year,Credit card (automatic),7209.0,3.38
0,0,1,1,0,32.0,Month-to-month,Mailed check,2570.0,2.68
0,0,0,0,0,8.0,Two year,Mailed check,161.65,0.67
0,1,0,1,0,72.0,Two year,Electronic check,7840.6,3.63
1,0,0,0,0,12.0,One year,Mailed check,872.65,2.42
0,0,0,0,0,51.0,One year,Bank transfer (automatic),5680.9,3.71
1,1,0,0,0,39.0,Month-to-month,Credit card (automatic),1880.85,1.61
0,1,0,0,0,3.0,Month-to-month,Mailed check,53.05,0.59
0,1,0,0,0,26.0,One year,Bank transfer (automatic),2018.1,2.59
0,1,0,0,0,35.0,Month-to-month,Bank transfer (automatic),739.9,0.7
0,1,0,0,1,27.0,Month-to-month,Mailed check,537.35,0.66
1,1,0,0,0,3.0,Month-to-month,Electronic check,191.35,2.13
0,0,1,0,0,2.0,Month-to-month,Mailed check,162.55,2.71
1,1,0,0,0,18.0,Month-to-month,Credit card (automatic),1597.25,2.96
0,1,0,0,0,26.0,One year,Electronic check,1581.95,2.03
0,0,1,1,0,65.0,Month-to-month,Credit card (automatic),7227.45,3.71
0,1,0,0,0,41.0,Month-to-month,Electronic check,3645.75,2.96
1,1,0,0,0,67.0,Two year,Credit card (automatic),7752.3,3.86
0,1,0,1,1,22.0,Month-to-month,Electronic check,1885.15,2.86
0,0,0,1,1,64.0,One year,Mailed check,4068.0,2.12
1,1,1,1,0,27.0,Month-to-month,Credit card (automatic),805.1,0.99
1,0,0,0,0,3.0,Month-to-month,Electronic check,291.9,3.24
1,0,1,0,0,1.0,Month-to-month,Mailed check,50.55,1.68
0,0,1,1,0,65.0,Month-to-month,Electronic check,6126.15,3.14
0,0,0,0,0,24.0,Month-to-month,Electronic check,2283.15,3.17
0,0,0,0,0,51.0,One year,Credit card (automatic),2928.5,1.91
1,1,1,1,0,13.0,Month-to-month,Electronic check,1233.65,3.16
1,0,0,1,1,61.0,Month-to-month,Mailed check,1182.55,0.65
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),5763.15,2.67
0,0,0,1,0,69.0,One year,Electronic check,1763.55,0.85
0,1,0,1,1,44.0,One year,Bank transfer (automatic),926.0,0.7
0,0,0,0,0,70.0,One year,Credit card (automatic),1856.4,0.88
0,0,0,1,1,40.0,Two year,Bank transfer (automatic),777.35,0.65
0,1,0,1,0,61.0,Two year,Credit card (automatic),4729.3,2.58
0,1,0,1,0,23.0,Month-to-month,Bank transfer (automatic),1406.0,2.04
0,0,0,1,0,72.0,Two year,Credit card (automatic),7881.2,3.65
0,1,0,1,1,62.0,Two year,Electronic check,5215.25,2.8
0,1,0,1,1,50.0,Month-to-month,Credit card (automatic),2021.35,1.35
0,1,1,1,0,64.0,Two year,Electronic check,6538.45,3.41
0,0,0,1,1,63.0,Month-to-month,Electronic check,6215.35,3.29
0,1,0,0,0,47.0,Month-to-month,Mailed check,4669.2,3.31
1,0,0,0,0,54.0,Month-to-month,Electronic check,6014.85,3.71
0,0,0,1,1,47.0,Two year,Credit card (automatic),873.4,0.62
0,1,0,0,0,58.0,Two year,Mailed check,1212.25,0.7
0,1,0,1,1,34.0,One year,Bank transfer (automatic),2753.8,2.7
0,0,0,0,0,60.0,Two year,Mailed check,1505.05,0.84
0,0,0,1,1,12.0,Month-to-month,Credit card (automatic),740.55,2.06
1,1,1,1,0,68.0,Month-to-month,Electronic check,7299.65,3.58
0,1,0,1,1,64.0,Two year,Mailed check,4447.75,2.32
0,1,0,0,0,22.0,Month-to-month,Credit card (automatic),493.4,0.75
0,0,0,0,0,11.0,Month-to-month,Electronic check,999.9,3.03
0,0,0,0,0,15.0,Month-to-month,Electronic check,1415.0,3.14
1,0,0,0,0,5.0,Month-to-month,Credit card (automatic),389.6,2.6
0,1,0,1,0,14.0,Month-to-month,Bank transfer (automatic),664.4,1.58
0,0,0,0,0,23.0,Month-to-month,Electronic check,1249.25,1.81
1,0,0,1,0,50.0,One year,Electronic check,5610.7,3.74
0,1,0,0,0,2.0,Month-to-month,Mailed check,50.6,0.84
1,0,0,1,1,17.0,Month-to-month,Electronic check,1451.6,2.85
0,1,0,0,0,59.0,Two year,Credit card (automatic),3116.15,1.76
0,1,0,1,1,1.0,Month-to-month,Electronic check,19.75,0.66
1,0,0,0,0,15.0,Month-to-month,Mailed check,899.8,2.0
0,1,0,1,0,61.0,One year,Electronic check,4914.8,2.69
0,0,0,1,0,1.0,Month-to-month,Mailed check,53.55,1.78
0,0,0,1,1,10.0,Two year,Credit card (automatic),225.55,0.75
0,0,0,0,0,69.0,Two year,Credit card (automatic),5555.3,2.68
0,0,1,0,0,35.0,Month-to-month,Electronic check,2419.0,2.3
0,0,0,1,0,48.0,One year,Electronic check,3094.65,2.15
0,1,0,1,1,72.0,Two year,Credit card (automatic),5750.0,2.66
0,1,0,1,0,62.0,One year,Electronic check,6001.45,3.23
0,1,0,0,0,40.0,Month-to-month,Electronic check,2092.9,1.74
1,1,0,0,0,1.0,Month-to-month,Mailed check,45.7,1.52
0,1,1,1,0,16.0,Month-to-month,Credit card (automatic),1391.15,2.9
0,1,0,0,0,1.0,Month-to-month,Mailed check,20.3,0.68
1,0,0,0,0,1.0,Month-to-month,Mailed check,85.45,2.85
0,1,0,1,1,72.0,Two year,Electronic check,8093.15,3.75
0,1,0,1,0,44.0,One year,Bank transfer (automatic),2603.95,1.97
0,0,0,0,0,59.0,Two year,Electronic check,5655.45,3.2
0,0,1,0,0,18.0,Month-to-month,Credit card (automatic),1806.35,3.35
0,0,0,0,0,23.0,Month-to-month,Credit card (automatic),2249.1,3.26
1,1,1,1,0,7.0,Month-to-month,Electronic check,676.7,3.22
0,1,0,0,0,51.0,One year,Mailed check,4267.15,2.79
0,1,0,1,1,64.0,Two year,Bank transfer (automatic),1274.05,0.66
0,1,0,1,0,69.0,Two year,Mailed check,5878.9,2.84
1,1,0,0,0,1.0,Month-to-month,Mailed check,24.45,0.82
0,1,1,0,0,2.0,Month-to-month,Electronic check,37.2,0.62
0,0,0,1,1,35.0,Month-to-month,Electronic check,3756.45,3.58
0,1,0,1,1,26.0,One year,Bank transfer (automatic),2034.25,2.61
0,0,0,1,0,26.0,One year,Bank transfer (automatic),1190.5,1.53
1,0,0,1,1,49.0,One year,Mailed check,4941.8,3.36
0,0,0,1,0,68.0,Two year,Bank transfer (automatic),5515.8,2.7
0,1,0,0,0,44.0,Month-to-month,Credit card (automatic),2958.95,2.24
0,0,0,0,0,29.0,Month-to-month,Credit card (automatic),601.6,0.69
0,0,0,1,1,24.0,Month-to-month,Electronic check,1319.85,1.83
0,0,0,1,1,14.0,Month-to-month,Mailed check,372.45,0.89
0,1,0,0,0,56.0,One year,Mailed check,3019.7,1.8
0,0,0,0,0,6.0,Two year,Credit card (automatic),116.85,0.65
0,1,0,0,0,6.0,Two year,Mailed check,493.4,2.74
0,0,0,1,0,71.0,Two year,Bank transfer (automatic),1753.0,0.82
0,1,0,1,1,43.0,One year,Credit card (automatic),4451.85,3.45
1,0,0,1,0,41.0,Month-to-month,Bank transfer (automatic),4594.95,3.74
0,1,0,0,0,1.0,Month-to-month,Mailed check,45.7,1.52
0,0,0,0,0,15.0,Month-to-month,Electronic check,736.8,1.64
0,0,0,0,0,22.0,Month-to-month,Bank transfer (automatic),1821.95,2.76
0,0,1,1,0,44.0,Month-to-month,Electronic check,4495.65,3.41
0,1,0,0,0,12.0,Month-to-month,Bank transfer (automatic),827.05,2.3
0,0,0,1,1,52.0,One year,Credit card (automatic),1012.4,0.65
1,1,0,1,0,17.0,Month-to-month,Credit card (automatic),1454.15,2.85
1,0,0,1,1,41.0,Month-to-month,Credit card (automatic),3326.2,2.7
1,0,0,0,0,10.0,Month-to-month,Electronic check,973.25,3.24
1,0,0,1,1,26.0,Month-to-month,Electronic check,2361.8,3.03
0,0,0,1,1,53.0,Two year,Mailed check,1146.05,0.72
1,0,1,0,0,1.0,Month-to-month,Electronic check,19.45,0.65
0,0,0,0,1,50.0,Two year,Credit card (automatic),3533.6,2.36
0,1,0,1,1,24.0,Two year,Bank transfer (automatic),587.4,0.82
0,0,0,1,1,41.0,One year,Credit card (automatic),3211.2,2.61
0,0,0,1,1,38.0,Month-to-month,Mailed check,781.25,0.69
1,1,0,1,0,14.0,Month-to-month,Electronic check,1139.2,2.71
1,0,1,1,0,24.0,Month-to-month,Electronic check,2264.05,3.14
1,1,1,0,0,19.0,Month-to-month,Credit card (automatic),1777.9,3.12
1,0,0,1,0,7.0,Month-to-month,Bank transfer (automatic),496.9,2.37
0,0,0,1,0,42.0,Two year,Credit card (automatic),3571.6,2.83
0,0,0,1,0,63.0,One year,Credit card (automatic),4786.15,2.53
0,1,0,1,0,56.0,One year,Bank transfer (automatic),2959.8,1.76
1,1,0,1,0,13.0,Month-to-month,Electronic check,706.85,1.81
0,1,0,0,0,37.0,One year,Electronic check,2443.3,2.2
0,0,1,0,0,18.0,Month-to-month,Electronic check,1443.65,2.67
0,1,0,0,0,44.0,One year,Electronic check,2774.55,2.1
1,0,0,0,0,7.0,Month-to-month,Credit card (automatic),450.8,2.15
0,0,0,0,0,1.0,Month-to-month,Mailed check,44.0,1.47
0,0,0,1,1,62.0,Month-to-month,Electronic check,6283.3,3.38
0,0,0,1,1,69.0,Two year,Credit card (automatic),4059.85,1.96
0,0,1,1,0,55.0,Two year,Credit card (automatic),4805.3,2.91
1,0,1,0,0,14.0,Month-to-month,Electronic check,1531.4,3.65
1,0,0,0,0,1.0,Month-to-month,Electronic check,94.4,3.15
0,1,0,1,1,47.0,Two year,Mailed check,4318.35,3.06
0,1,0,1,0,72.0,Two year,Electronic check,6083.1,2.82
1,0,0,0,0,1.0,Month-to-month,Electronic check,24.6,0.82
0,1,0,0,0,16.0,Two year,Mailed check,284.35,0.59
0,0,0,1,1,65.0,Two year,Bank transfer (automatic),5215.1,2.67
0,0,0,1,0,59.0,One year,Credit card (automatic),6152.3,3.48
0,1,0,0,0,18.0,One year,Mailed check,424.5,0.79
1,0,1,0,0,4.0,Month-to-month,Electronic check,292.8,2.44
0,0,1,0,0,45.0,One year,Bank transfer (automatic),4459.8,3.3
0,0,0,0,0,21.0,Two year,Mailed check,770.4,1.22
1,0,0,0,0,2.0,Month-to-month,Electronic check,151.65,2.53
0,0,0,1,0,72.0,Two year,Credit card (automatic),8124.2,3.76
0,0,0,1,1,13.0,One year,Bank transfer (automatic),701.05,1.8
1,0,0,0,0,6.0,Month-to-month,Electronic check,305.1,1.7
0,1,0,1,1,72.0,Two year,Credit card (automatic),4754.3,2.2
0,1,1,1,0,28.0,Month-to-month,Electronic check,2998.0,3.57
0,1,0,0,0,1.0,Month-to-month,Mailed check,45.6,1.52
1,1,1,0,0,1.0,Month-to-month,Electronic check,76.45,2.55
1,0,0,0,0,52.0,One year,Credit card (automatic),5916.45,3.79
1,0,0,0,0,5.0,Month-to-month,Electronic check,413.65,2.76
0,0,0,1,1,48.0,Two year,Mailed check,935.9,0.65
0,0,0,1,0,67.0,One year,Mailed check,5064.45,2.52
1,1,1,1,0,29.0,Month-to-month,Electronic check,2653.65,3.05
0,1,0,1,0,65.0,One year,Credit card (automatic),4309.55,2.21
1,0,0,1,1,17.0,One year,Bank transfer (automatic),1704.95,3.34
0,0,0,0,0,11.0,Month-to-month,Bank transfer (automatic),246.3,0.75
0,0,0,1,1,52.0,Two year,Bank transfer (automatic),1078.75,0.69
0,0,0,1,1,71.0,Two year,Credit card (automatic),8166.8,3.83
1,0,0,1,0,34.0,Month-to-month,Electronic check,2274.9,2.23
0,1,0,0,0,3.0,Month-to-month,Mailed check,189.1,2.1
1,1,0,0,1,3.0,Month-to-month,Credit card (automatic),169.45,1.88
0,1,0,0,0,10.0,Month-to-month,Mailed check,735.5,2.45
1,1,1,1,0,4.0,Month-to-month,Electronic check,308.7,2.57
0,0,0,0,0,15.0,Month-to-month,Bank transfer (automatic),1130.0,2.51
0,0,0,0,0,3.0,Month-to-month,Mailed check,86.35,0.96
0,0,1,1,0,52.0,Month-to-month,Electronic check,5647.95,3.62
0,0,1,0,0,21.0,Month-to-month,Bank transfer (automatic),2025.1,3.21
0,0,0,1,0,68.0,Two year,Bank transfer (automatic),4326.25,2.12
0,1,1,0,0,39.0,Month-to-month,Electronic check,3413.25,2.92
0,0,0,1,0,46.0,Month-to-month,Electronic check,2007.85,1.45
1,0,0,0,0,1.0,Month-to-month,Electronic check,85.0,2.83
1,1,0,1,1,13.0,Month-to-month,Credit card (automatic),896.75,2.3
0,1,0,1,1,72.0,Two year,Credit card (automatic),3139.8,1.45
1,0,1,1,0,38.0,Month-to-month,Bank transfer (automatic),2869.85,2.52
0,1,0,1,0,64.0,One year,Mailed check,4480.7,2.33
0,0,1,0,0,13.0,Month-to-month,Electronic check,1235.55,3.17
0,1,0,0,1,5.0,Month-to-month,Mailed check,83.75,0.56
0,0,0,0,0,72.0,Two year,Bank transfer (automatic),6697.2,3.1
0,0,0,1,1,57.0,Two year,Electronic check,4845.4,2.83
0,0,0,1,0,72.0,Two year,Bank transfer (automatic),8312.75,3.85
1,1,1,0,0,1.0,Month-to-month,Electronic check,94.0,3.13
1,1,0,0,0,1.0,Month-to-month,Electronic check,79.95,2.66
1,0,0,0,0,8.0,Month-to-month,Electronic check,820.5,3.42
1,0,0,0,0,3.0,Month-to-month,Electronic check,210.3,2.34
0,1,0,0,1,47.0,Month-to-month,Electronic check,2654.05,1.88
0,1,1,1,0,69.0,One year,Credit card (automatic),2134.3,1.03
0,1,0,1,1,38.0,Month-to-month,Electronic check,717.3,0.63
0,1,0,0,0,26.0,Month-to-month,Mailed check,518.3,0.66
0,0,0,1,1,14.0,Month-to-month,Electronic check,1203.9,2.87
0,1,0,0,0,11.0,One year,Electronic check,729.95,2.21
1,0,1,0,0,2.0,Month-to-month,Bank transfer (automatic),159.4,2.66
1,1,0,0,0,1.0,Month-to-month,Mailed check,18.85,0.63
0,0,0,1,0,27.0,One year,Credit card (automatic),2681.15,3.31
0,1,0,0,0,8.0,Month-to-month,Mailed check,335.4,1.4
0,0,0,1,1,23.0,One year,Mailed check,1533.8,2.22
1,0,0,0,0,13.0,Month-to-month,Electronic check,1358.85,3.48
0,0,0,1,0,60.0,Two year,Credit card (automatic),6640.7,3.69
0,0,0,1,1,6.0,Month-to-month,Electronic check,355.1,1.97
0,1,1,1,0,7.0,Month-to-month,Electronic check,485.25,2.31
0,1,0,0,1,66.0,Two year,Credit card (automatic),1673.8,0.85
0,1,0,1,0,72.0,Two year,Bank transfer (automatic),6151.9,2.85
0,1,0,0,0,33.0,Month-to-month,Bank transfer (automatic),1665.2,1.68
0,1,0,1,0,23.0,One year,Credit card (automatic),486.2,0.7
0,0,0,1,1,59.0,Two year,Credit card (automatic),5194.05,2.93
0,1,0,0,0,4.0,Month-to-month,Credit card (automatic),176.2,1.47
0,1,0,1,1,67.0,Month-to-month,Bank transfer (automatic),6373.1,3.17
0,0,0,0,0,4.0,Two year,Credit card (automatic),116.95,0.97
0,1,0,1,0,72.0,Two year,Credit card (automatic),8240.85,3.82
0,0,0,1,0,42.0,Month-to-month,Credit card (automatic),2727.8,2.16
0,0,1,0,0,26.0,Month-to-month,Electronic check,2006.1,2.57
0,1,0,1,0,38.0,One year,Electronic check,4428.6,3.88
0,1,0,1,0,24.0,One year,Electronic check,1346.9,1.87
0,0,0,1,0,65.0,Two year,Credit card (automatic),3857.1,1.98
0,0,0,0,0,67.0,One year,Bank transfer (automatic),4991.5,2.48
1,0,1,1,0,43.0,One year,Mailed check,4830.25,3.74
0,1,0,0,0,24.0,Month-to-month,Electronic check,2322.85,3.23
0,0,0,0,0,64.0,One year,Bank transfer (automatic),1601.2,0.83
0,0,0,0,1,40.0,Month-to-month,Credit card (automatic),2460.35,2.05
0,1,0,0,0,8.0,Month-to-month,Mailed check,438.4,1.83
0,1,0,0,0,15.0,Month-to-month,Mailed check,309.4,0.69
0,1,0,0,1,71.0,Two year,Mailed check,1654.6,0.78
0,1,1,1,0,27.0,Month-to-month,Electronic check,1943.9,2.4
0,1,0,0,0,57.0,One year,Mailed check,3134.7,1.83
0,1,0,0,0,4.0,Month-to-month,Mailed check,73.05,0.61
0,0,0,0,0,12.0,Month-to-month,Mailed check,223.6,0.62
1,1,0,0,0,8.0,Month-to-month,Bank transfer (automatic),662.65,2.76
1,0,1,1,0,33.0,Month-to-month,Bank transfer (automatic),2656.5,2.68
0,0,0,1,1,52.0,Two year,Mailed check,1070.5,0.69
0,0,0,0,0,6.0,Month-to-month,Electronic check,577.6,3.21
0,0,0,1,0,60.0,Two year,Bank transfer (automatic),3483.45,1.94
0,1,1,1,0,33.0,Month-to-month,Electronic check,1750.85,1.77
0,0,0,1,1,1.0,Month-to-month,Electronic check,19.25,0.64
0,1,0,0,0,6.0,Month-to-month,Mailed check,288.35,1.6
1,0,0,1,0,54.0,One year,Credit card (automatic),3715.65,2.29
1,0,1,1,0,24.0,Month-to-month,Credit card (automatic),933.3,1.3
0,0,0,1,1,35.0,Two year,Mailed check,739.35,0.7
0,0,0,1,0,72.0,Two year,Credit card (automatic),5919.35,2.74
0,1,0,0,0,43.0,One year,Credit card (automatic),3882.3,3.01
